Metabolite,Tags,RefMet Nomenclature,Main class, Sub class,Wein_Pblank_1,Wein_Pblank_2,Wein_Pblank_3,Wein_1_B_2_3,Wein_2_Pre_6_3,Wein_3_C_6_3,Wein_4_B_2_2,Wein_5_C_6_2,Wein_6_D_6_3,Wein_7_Pre_6_2,Wein_8_E_2_2,Wein_9_E_2_1,Wein_10_E_6_3,Wein_11_D_2_2,Wein_12_E_6_1,Wein_13_E_2_3,Wein_14_C_2_2,Wein_15_D_6_2,Wein_16_A_6_2,Wein_17_A_6_3,Wein_18_B_6_3,Wein_19_A_2_1,Wein_20_Pre_2_3,Wein_21_B_6_2,Wein_22_Pre_2_2,Wein_23_D_6_1,Wein_24_D_2_1,Wein_25_A_6_1,Wein_26_C_6_1,Wein_27_E_6_2,Wein_28_C_2_3,Wein_29_A_2_3,Wein_30_C_2_1,Wein_31_B_2_1,Wein_32_B_6_1,Wein_33_A_2_2,Wein_34_D_2_3,Wein_35_Pre_6_1,Wein_36_Pre_2_1,Alternative Identifications
Unknown 170,,,,,0,0,0,23485.48382,26285.55767,89108.82052,13146.08526,30750.91911,29682.74797,75982.29527,44017.7481,100479.9329,8925.595486,44793.76465,692.4604378,30189.77137,27605.00031,56849.5805,35936.38295,24360.85292,15733.75526,32774.81178,78525.90355,64005.69022,27094.02213,27639.89106,45499.34072,22755.03286,33942.86062,87362.58844,23318.92602,27383.17982,34702.16393,37470.1451,25174.39435,65747.73952,13975.29158,23524.87314,10166.6221,
Unknown 171,,,,,21931.4249,45567.87908,23965.18222,59695.3812,40856.65043,9070.916731,15416.59671,48546.60678,56751.40922,87454.63759,52072.69273,120515.5869,25200.51775,37680.55024,1751.331867,21155.50416,61242.02865,30888.94296,69268.21239,45514.25924,47094.08765,43719.0443,57705.31856,5377.257181,49474.47349,82164.53923,6307.31945,73580.03655,78135.64145,109605.4818,116447.4822,32841.0582,69986.49305,38610.95407,73286.63627,9543.030366,34366.98422,50243.19041,28201.29447,
Unknown 172,,,,,18058.33716,42131.85523,24893.86502,60506.50813,44456.96208,87754.92156,71132.82641,56598.78526,57228.99211,85577.50362,60658.26469,91552.99707,68807.01637,36735.14224,66279.17964,57448.14023,39183.87309,50689.31753,50925.70792,46492.92821,40347.06561,68775.08267,42438.39917,95179.62518,73058.72681,58543.91605,68462.16057,58836.21732,47122.19388,77175.51383,65868.41082,35817.37268,56107.32538,66865.21183,72453.21803,83421.86946,82692.8765,55554.86739,65433.38146,
Unknown 173,,,,,28088.88278,48931.53127,39789.52086,4397.920485,15278.64332,27432.36474,15946.61509,89744.3038,24307.02723,32273.39316,34293.83522,25255.80752,32918.33249,77838.28204,119723.9658,17371.07935,82991.89701,79748.55765,22456.20541,89652.5033,21678.12272,17823.31654,38150,28363.89987,10685.52811,15091.43478,52796.50311,17524.99865,104756.1791,55920.37021,9316.817017,104996.8026,51211.84511,19728.20819,24820.62617,26927.19522,57723.54693,27739.08679,16811.82498,
Unknown 174,,,,,13586.53658,28468.66986,29111.74913,65604.17157,95404.22866,89947.00976,74314.08613,82708.71583,41261.40852,85889.61992,95494,79122.65108,109094,74155.84142,89773.56378,72507.40259,82831.07801,86042.68199,73938.0763,93234.05156,27484.15169,65461.17681,16307.27233,68274.8865,81052.55991,91754.37274,44934.31619,88221.94273,62556.8962,83329.41024,20750.15131,35706.20239,20717.34622,77149,85826.06836,91556.59624,83310.85703,104927.8037,33244.0534,[C22] Methyl Docosanoate [23.082](0.693052);
Unknown 175,,,,,3070.063196,23119.42839,23550.64508,61755.50439,45135.26922,115146.1077,67520.0925,72042.32129,58043.22785,133058.6322,81001.2532,134270.7062,54650.51896,73046.55155,62295.75306,87466.57836,78804.99844,72115.66426,79755.0778,55952.86911,34931.61457,51640.23481,73633.85044,111098.3053,55359.16035,86223.52378,71844.35722,74781.77899,72658.71751,69707.11532,83473.16204,59535.73197,66330.63569,76048.80992,91581.8649,96935.93661,68681.91216,61031.4987,61855.87187,
Unknown 176,,,,,4183.512297,14139.09439,12544.9506,366740.8111,341087.9373,749625.2751,342899.3494,379494.556,402566.4611,753844.2016,451947.4331,866490.7508,366461.2781,493088.1591,296879.4664,392217.8348,336735.8192,473544.1385,431543.8901,407996.3903,264437.495,365866.7775,655294.2702,666728.6443,476877.2358,420686.4457,408152.7562,413655.2552,443996.1561,559240.79,350763.5241,361548.5756,309002.8835,476421.7494,468699.1665,590206.8184,331336.8923,386532.6249,314483.293,
Unknown 177,,,,,1146.014511,27549.58974,26816.84426,10011.91704,8817.481411,35670.72206,39038.46358,20401.28146,28847.57569,41658.55523,29619.73258,40659.5573,24795.24613,34768.6247,40625.90227,38046.82115,39608.03191,36787.5896,38590.75478,25061.39169,18895.7198,2083.220069,22978.89274,37782.30684,33568.54566,37775.38679,31912.56077,22054.8823,35106.56729,35930.433,39553.40511,31926.60782,34220.07533,31883.76355,41652.85833,43693.05048,39001.28995,18119.54511,36456.27823,
Unknown 178,,,,,9772.036884,9177.361614,5126.370504,21384.54584,13041.00242,23043.59802,21947.50547,24283.73508,21474.42379,27676.14517,18864.23508,29318.25926,30724.51041,19576.52651,23590.11265,28458.48032,18968.32515,18786.09341,27541.61762,12267.8465,15598.61151,19443.73727,13388.36179,40921.83406,25023.07064,16667.71505,17575.91154,21058.6181,23142.0442,18659.08646,27209.56267,25935.64823,14638.3445,20285.23635,29472.7017,22572.40224,20692.41369,21956.76317,26573.89003,
Unknown 179,,,,,622.9814771,100888.5683,11464.26469,49236.08045,211546,64897.65919,51219.15738,33086.09548,220220.6859,119322,38540.66941,66703,63700.06333,66976,43223.50383,68044,50150.3686,16403.49402,26078.37071,35812.47067,20929.4153,24135.56504,64227,74513.63146,64430.37465,69975.05312,35267.53109,60902.03386,76271,29578.85374,57057.5657,32278.55871,27248.39815,63325.39822,76681.92968,65558.91521,41215.10415,96178,104351,behenic acid(0.642497);
Unknown 180,,,,,0,0,0,27194.07828,34895.7786,3812.879121,0,30948.18637,39072.1965,0,68115.62844,0,39340.23995,0,78375.7246,0,43937.0891,0,0,38075.78368,12719.16302,21933.43892,8092.611572,9209.822386,33324.7092,35812.7613,42907.4663,53367.07246,44271.86264,24240.6346,19635.73568,15779.53373,6047.156175,11967.47723,0,54067.57154,45659.39011,60392.55849,42799.5057,
Unknown 181,,,,,1252.774825,19501.36342,4651.703736,45591.36972,79653.09747,12632.33719,17173.2756,15831.11123,72621.97678,15131.93342,73238.86987,29098.41948,53443.27304,10234.40405,58233.65759,12696.17869,78252.53459,10754.62141,10206.74085,25960.60722,9202.538622,14981.82981,6132.963857,31156.13067,121568.3359,20913.72067,14836.76574,19540.13414,66433.01183,12212.32229,76985.40318,53815.28491,4940.451928,13845.89305,17979.12607,125292.831,16667.67337,68745.61439,175785.7029,
Unknown 182,,,,,72.32241875,15208.92442,4388.842576,45058.29888,86879.41751,21328.19705,17165.40214,15837.91549,77318.96017,17728.44425,70454.49151,29201.79234,66066.74358,17964.78691,75420.69413,16196.98726,26193.71377,11986.16387,12971.14373,28832.4425,12213.41642,21325.40238,29474.0129,38257.36271,8984.149013,78675.83382,13927.88297,72982.30944,75048.85978,16345.34883,76113.27606,34047.79978,5865.268309,14450.21846,24154.76539,51492.64821,104197.9211,13581.43167,177215.0481,
Unknown 183,,,,,16719.2251,91677.07545,4176.938387,46156.25156,50550.66732,28665.56061,78536.90186,12267.4914,49815.33316,4158.12581,45763.76062,26763.79732,36557.92076,3263.131587,20787.38459,71573.26196,19643.6189,124225.1863,60612.75971,15411.13086,9194.037344,12567.27035,4990.084603,21806.30014,5852.206398,7505.462464,1405.61211,20184.44142,37075.00446,80255.56541,102403.7596,42871.56014,8438.638283,12317.48144,64369.04155,52003.88924,55681.22953,65431.14879,7080.028843,
Unknown 184,,,,,15190.45821,31907.95132,30744.80568,184334.0331,177894.423,775312.7278,178724.166,568468.1969,34731.33689,2822.217043,5096.126818,493786.1769,164405.0799,11556.70646,93568.50126,143733.1562,115141.6768,159738.3561,36723.19888,256748.9454,162767.5005,377977.027,262799.2443,627919.7993,3520.50417,35679.9536,285440.9897,119926.3013,222803.3534,994190.6234,200600.3199,38696.03578,177472.2452,276693.465,324018.5362,135409.5153,45807.11904,62530,21240.08653,[11333] lactulose 2 [24.431](0.681968);[11333] lactulose 3 [24.431](0.681647);sucrose(0.663332);
Unknown 185,,,,,14792.39259,11725.6553,6253.667583,27941.17222,31460.62748,38243.37622,19544.48985,15710.46213,29494.13538,47164.22093,28405.36674,38325.32479,33497.5597,33918.46466,9883.878437,35051.38357,30030.47718,30120.29233,34060.98498,22273.0398,22314.34606,22308.50764,36999.2517,49621.59728,28662.40059,33416.9714,29124.59781,34514.54753,39625.09139,20597.17517,26577.44408,37082.90042,21656.17954,15064.06775,31872.20974,34789.03433,17886.06629,29924.12857,15836.22235,[C24] Methyl Linocerate [24.603](0.72136);
Unknown 186,,,,,17485,8316.990432,18330.81043,48554.42388,28641.23777,111218.3825,40405.63035,61616.97269,41118.98394,165016.41,64242.46547,129672.4747,39388.32003,70162.80948,46047.83008,57204.17611,55003.76994,50235.26451,58244.40982,40581.93661,29026.94186,34292.1247,71695.69853,93881.54351,58355.66177,51748.89131,43975.08668,66039.86606,63682.05884,63673.80147,50533.7985,39870.6449,39108.52562,48872.49537,60543.14784,85495.11189,38402.66908,49833.42634,42103.10742,
Unknown 187,,,,,10000.28509,42653.22973,20457.60188,429900.2259,486222.9129,717902.3065,501960.9552,538731.9114,487560.0162,784708.0445,495777.3556,944980.1629,492021.7337,554307.5962,343995.1655,447253.8983,418808.4799,540764.9472,553049.2649,554169.8266,367222.6986,503463.0031,686330.4734,839782.6227,550180.2722,533334.1444,553922.7634,495800.4874,590549.9439,629679.7221,495712.1647,456290.9987,398713.347,627676.6022,606464.5603,755188.4922,431625.9991,478955.8886,414856.5992,
Unknown 188,,,,,14462.2792,81948.72409,57101.01883,176291.2918,198516.2055,248396.3166,409908.699,180087.2959,234963.1096,542095.6256,175315.6569,377416.3422,91737.28423,305136.1825,291114.5055,410825.4979,208081.9639,237064.2986,252572.4813,128783.3347,131786.7379,29826.74465,128210.0515,195751.7861,179483.7138,183216.6911,157808.0386,202597.1155,19369.73801,129913.4957,152849.4754,244050.4088,187671.147,101923.242,322412.4549,228068.2197,48077.3973,310769.4814,312623.9001,
Unknown 189,,,,,27458.74998,70944.44151,69054.70675,232741.1726,158628.2098,506445.8006,238696.9794,293302.1415,161350.2165,615044.6,296440.7755,479331.4829,186939.3128,226343.114,200242.723,278378.3304,254011.7171,220586.0777,256889.2119,159108.8115,118822.0418,137177.2653,381490.2044,414938.6904,189615.8291,241065.6837,219142.9676,226689.0011,243172.4672,224088.3842,246822.4261,189962.2891,184445.0879,199582.1631,305007.0898,457591.9377,180171.1958,216551.3292,170347.8981,
Unknown 190,,,,,14036.15958,28722.51919,5912.974105,70972.78477,120556.2756,87955.43724,46194.20594,25013.2001,93267.75405,101402.1197,72545.7191,17295.08259,91075.39331,93430.82345,110638.8315,1924.517616,16393.78424,90660.98248,10996.14,37057.61902,8612.974264,39342.00447,9453.314474,70248.09986,27251.91517,46908.01316,6231.449696,58288.11867,87480.4857,43427.40158,20736.53359,79060.7095,7532.05565,31763.83014,9916.391543,60420.27131,25704.12147,43410.9187,58299.03239,
Unknown 191,,,,,0,0,0,20147.62072,28537.33678,33356.02306,689.8594112,31418.71647,24795.7323,33282.41292,28866.72357,40678.14365,579.3558024,35422.42443,1183.043068,17630.90285,19244.87303,26149.50023,28079.76911,20572.50105,10294.94915,34194.30914,40667.86523,16486.46028,23385.88678,11573.95911,27873.14557,26102.55825,21088.62703,35257.58387,1503.239534,12972.63855,18092.75545,31730.63494,5560.8035,31447.59825,24735.9073,9634.854867,12623.05206,
Unknown 192,,,,,94.73993439,2750.049774,1689.155403,105314.9082,126872.0749,102655.0491,119544.584,123453.1521,72221.946,274424.2715,152896.5198,128122.6739,227789.123,54201.89082,1525082.277,112176.6083,58906.18059,82776.22911,94795.29522,73720.13709,147345.7491,43944.87462,79851.84381,150769.2497,59708.32095,108980.1231,102651.057,61593.58828,98258.77416,62924.71518,146562.5783,0,36482.34899,41333.7338,274265.5076,83779.83308,123017.4986,87881.44791,306304.0609,
Unknown 193,,,,,0,0,0,57504.66738,50012.31444,62432.17398,104321.4829,60138.47737,52936.20163,72638.69309,60128.34949,53455.93661,203952.3688,41185.48712,43209.77405,136388.2931,62656.72903,45012.38168,48821.71607,50667.1918,38799.30788,38221.37932,45049.28444,54332.11315,33575.36326,214699.5275,49276.21913,84201.49817,58635.25824,114104.7267,41474.83056,74263.06653,54876.68056,60875.72649,38224.94437,58444.24285,273782.5351,184159.8604,70558.71096,[16212335] loganin [25.963](0.61411);[3034828] palatinitol 1  [25.922](0.61039);[439193] isomaltose 2 [25.863](0.604147);
Unknown 194,,,,,0,10987.53769,13483.80909,30387.51464,0,41157.78738,35969.48973,36927.99043,7807.363805,45991.97511,38171.10099,42259.91895,24276.10302,20372.95802,23473.93051,29806.20933,53044.13458,24717.11693,35476.58012,293.8162849,0,3362.989198,28556.28282,48418.57285,23658.29148,46306.01109,30250.22421,23521.27644,33475.51499,23830.05432,46537.74381,52616.83717,0,50937.86677,37965.52557,49140.49914,22919.96083,22403.25689,26884.03704,
Unknown 195,,,,,23147.2696,21747.119,14984.5314,108707.5266,107068.0823,144538.4829,127494.2631,119414.7857,127856.7864,188520.8917,132281.4834,194865.0141,127284.8565,104782.4942,84948.665,94820.91996,83722.29261,116478.1682,137078.1537,103628.7398,83782.43869,107795.9357,111289.3378,207166.9261,146235.7536,115789.0468,113216.12,105888.28,129985.775,132803.0812,91456.72818,88720.84792,104194.6396,140403.3886,155607.0201,147142.9107,96367.00761,106782.123,93752.07679,
Unknown 196,,,,,21182.03865,58076.38302,37533.73875,87278.94465,42831.63965,46479.65522,77708.24988,62786.70813,40931.60539,73690.30608,68493.4038,66124.41748,111007.096,60245.68273,94289.91618,79613.21096,72870.59836,65891.91905,71926.86338,47776.04352,40239.35533,12792.84315,31146.50136,62152.7523,41905.52411,68324.74304,44386.36996,69068.77266,64628.59642,41146.82226,50045.91148,41639.09774,41094.86987,40520.26833,90100.92809,66741.48373,65879.20439,56567.45456,54976.41322,
Unknown 197,,,,,18616.36484,18285.05205,15302.84449,53822.08471,40223.4265,98980.27958,84232.80899,82560.05966,52249.11221,117020.8137,89187.81806,90139.72079,59941.94597,50934.37846,63839.31091,77523.151,86701.86079,66221.21966,73980.3546,53974.77191,37627.1455,28082.27862,66958.50593,91677.89626,42290.01824,69445.99147,57316.78977,51776.72802,62465.25733,45792.1758,70238.94839,55635.94191,55389.101,60888.60013,74827.11172,92918.70859,51777.97413,63912.64112,47410.03471,
Unknown 198,,,,,0,6102.445589,4725.083353,80305.17869,62627.74532,85040.42435,81592.23935,79213.70715,75960.89685,120056.8643,84240.16424,93252.34279,75473.86128,74114.31858,92197.99482,76141.88423,75001.79561,63178.61159,78847.15435,69838.94453,58884.39674,67662.57484,66982.62911,96865.25131,69198.36389,101134.4403,76618.88117,70559.67853,78366.52001,84342.1081,77001.70623,71618.32251,61667.08377,72317.71158,82466.19007,95806.74294,84954.57723,43670.06764,63813.46099,
Unknown 199,,,,,0,10702.52523,9247.682196,39215.70636,33497.73232,41311.23651,83310.81509,43873.53594,40437.22671,54200.01156,58531.0195,49303.11862,133726.2492,36198.53942,49764.82842,67816.62808,46136.74701,37401.5412,43463.43995,33657.93749,31625.60373,35881.92066,33930.03966,50530.12378,40667.7934,133919.1445,53695.15092,47728.66123,70857.93642,70750.74891,46403.1169,44860.10914,60259.99988,45129.88388,37562.64131,66445.64537,120548.2174,79502.6643,54971.78634,
Unknown 200,,,,,0,25861.3109,24955.09143,53125.6132,39391.8655,98638.06967,75342.48291,79582.92415,47961.8984,104753.9093,75478.45313,91565.46254,55624.9706,48476.11678,58160.70434,68603.68495,67076.48272,62239.07837,68924.06322,43107.80022,38738.92852,37620.02892,73670.11944,103379.325,48526.249,67240.77836,53470.73602,53974.99716,65320.53952,52128.84739,64818.47118,56650.15042,50830.38136,55433.84153,83455.49711,103731.2373,51781.07385,58942.04362,44616.85136,
Unknown 201,,,,,0,0,0,61094.91947,49907.35652,88725.09746,41223.11695,54199.07809,56969.49749,97987.43929,72727.69088,88207.31603,21029.98749,69194.88084,42547.59247,52201.73874,56315.42717,52703.40774,52665.08441,56172.41387,35281.17574,47183.20591,57253.11722,61745.62092,45904.79989,52621.58594,62012.33625,58655.99182,56869.3044,65443.47556,65851.1638,56006.13898,52637.7123,66890.81348,29787.09835,79187.60625,51706.11493,51986.42248,37577.74251,
Unknown 202,,,,,2264.826456,911.8525031,1016.813689,30561.34822,5601.189633,60390.64365,23707.42332,8428.804088,28289.43538,85214.67305,35728.79125,80789.08307,13062.76445,45251.36783,12718.71097,45889.96747,21912.79138,23473.1918,22486.29156,34709.8048,26975.18818,28407.89724,35403.33844,79916.44847,25819.84554,30410.74201,26350.27897,19806.72634,30500.08056,38901.36765,41709.85499,33367.31871,8067.860616,71309.02443,48833.79717,28991.41376,41662.18823,25891.35506,18006.41635,
Unknown 203,,,,,0,0,0,37103.72944,23866.52461,85276.75912,23151.0686,29529.86045,39221.0632,82458.22629,61399.90737,87017.45142,11830.84986,48132.01905,13597.31132,39926.40403,27780.8447,44413.046,33945.11855,33927.82009,17674.14127,32377.23034,78080.13117,59143.62071,31134.83532,25603.50958,29181.20196,34671.12497,31368.08071,65840.21982,22996.1841,24194.35148,20730.66651,33358.72213,23323.11332,56869.59478,21518.04185,31270.6129,19048.43766,
Unknown 204,,,,,110558.4595,159314.1087,99092.28777,61076.45679,82704.70219,92074.38517,39782.63081,47442.71256,9597.334228,61331.33782,63394.92962,56238.81094,54959.20178,48299.27214,62022.85798,44892.12394,36930.3873,39822.29484,49201.79791,40735.70261,33098.34574,45439.57286,37708.23785,59290.76564,38687.24494,52945.52658,35211.46333,37509.09019,46699.015,49325.39139,32793.22566,34086.53124,37310.91449,44132.71218,75947.33989,54814.89349,29975.98592,32870.67009,35048.93146,
Unknown 205,,,,,21360.59218,20000.55375,14404.31371,37036.65024,60151.03718,64065.33174,11104.16772,20055.58859,173935.606,52415.41385,33530.52865,281572.7374,27689.83101,15279.9262,58160.48521,98889.55297,165921.6332,54844.03507,19502.98047,16510.46516,52112.87833,19711.73162,50189.49068,83323.48119,20895.5312,15016.0813,67264.53162,58774.23129,23249.84628,55336.8343,82204.98281,61420.8665,19102.74106,39405.35742,56854.36005,176385.4501,77349.37283,18483.51867,11334.93034,
Unknown 206,,,,,9092.844082,7318.06853,2538.72193,38067.63736,26582.01615,18510.73211,43998.84243,33338.20191,32219.82189,68084.62965,41014.61795,23905.35657,49142.33545,36564.73046,28705.40796,19258.0238,36254.39801,43599.69523,40406.68414,16997.12325,27113.72219,24439.84657,29324.17185,66308.29695,32876.85694,74594.21111,20519.26118,30548.4008,28733.98155,30975.27479,14015.41834,19268.93765,10940.83643,26776.55214,48715.598,36885.35141,20058.93383,52491.54471,37684.10028,
Unknown 207,,,,,0,1652.68776,5644.310844,1321503.905,985430.5179,1373208.206,1643566.131,1503249.762,1279291.386,2357464.031,1366877.621,2036952.631,1634137.758,938688.1481,990688.3042,1103188.148,1097301.041,1131377.109,1170345.609,924730.7654,896618.4273,1126218.904,834949.2419,3199789.227,1406757.462,1524197.406,1023877.407,911208.15,1730399.258,1075685.369,1240355.894,996943.4462,1121080.634,1263568.823,2039234.632,1360311.177,1216933.258,1005016.605,982259.0099,
Unknown 208,,,,,5479.473993,364.8474767,0,382147.6497,36695.37256,290088.3807,15636.3219,23155.55322,52833.97299,505821.0832,16049.31018,40976.82872,48637.99197,41392.90866,30425.13046,20019.99676,22032.57241,41715.62424,11573.58193,39495.64225,25943.07487,31008.97923,32616.31927,18616.38004,57348.63084,23984.11439,34811.79909,29526.71703,27977.75606,28918.49147,23997.61403,31461.39814,16983.33323,32045.13321,438755.0468,292070.1889,31931.66146,34664.37429,23710.97276,
Unknown 209,,,,,775.899465,235.2238469,3335.177197,61331.58314,64817.4951,129174.8467,70792.38409,63670.77988,70798.14996,134844.1183,77287.27562,119908.1328,74668.79199,84519.25304,57774.94833,64176.70681,62624.2933,62123.12088,71209.63148,61754.23731,43868.9258,55713.51861,63228.65686,85988.82634,68996.69548,77470.60219,59739.37988,74344.48197,73640.43307,76098.80329,49516.35614,65740.30385,51294.13966,62806.78505,62629.97047,61722.81344,61392.48929,59573.50001,57044.94412,[2116] alpha tocophereol [27.379](0.60513);
Unknown 210,,,,,0,0,0,119869.2088,122549.5963,188386.9209,146805.3172,151980.0508,125999.034,211540.5455,140906.8126,196210.2663,126523.2894,137930.6211,123741.689,123187.5595,93627.23647,125061.3678,120168.0332,107157.024,87201.51926,96100.17807,142809.6384,161496.4599,105844.9806,140937.5896,123978.9212,92838.89402,137232.7413,112083.4823,94706.07206,105724.5789,71747.32842,119223.6006,149118.0892,174611.9832,86226.80648,116180.4317,83494.1772,
Unknown 211,,,,,24684.84018,40862.33897,11351.4563,42143.77026,27233.70171,38390.24303,33599.86985,9657.71531,40650.44229,29879.5715,64309.85399,11224.41673,13406.57994,7907.193746,40298.47281,26074.16226,30567.21752,48421.43382,61308.08974,29415.03772,36807.27433,36321.42478,18890.28932,67414.61899,34708.49599,56821.0929,18654.41375,9381.82286,13560.95831,10254.50885,27681.31038,33868.75831,19046.48688,3713.142057,42137.93592,3803.033703,34296.80274,31546.84099,21979.10626,
Unknown 212,,,,,46732.37722,32411.2368,26061.15155,40646.03264,38767.48194,22426.27571,63459.59201,46106.2118,60441.56519,46762.79435,63992.72202,65345.0815,70879.99623,58694.03828,57904.61497,65370.41932,67533.20202,45956.2691,46656.81962,56806.63299,44224.22595,43275.48512,36443.23359,56567.22575,51514.86051,72249.78574,62132.48233,20108.35829,60487.33567,34831.33249,44247.6488,63489.90606,42382.0465,48815.2122,73615.99209,47902.06755,55559.17606,49150.41404,15766.16564,
Unknown 213,,,,,12576331.94,29077033.17,6064510.785,2260616.143,1207045.441,3381787.516,1712743.096,2608119.547,1872729.556,3254718.985,3503026.991,3098519.918,2230681.398,2138143.856,2908475.775,1807495.442,1874075.176,1938962.095,2229178.173,1376654.085,1466317.67,1886071.485,1193396.318,2572239.447,987690.2076,2549836.221,1476647.596,1308645.889,3144901.133,1545709.852,1342392.044,1477235.091,1459506.499,1602124.081,5240686.155,2122027.793,1320602.895,1108581.449,1092412.847,
Unknown 214,,,,,37962.7694,41125.31512,14772.06706,12543.09442,24724.11119,22396.02416,28126.42637,22473.90965,22975.94114,28219.33764,18181.00115,20776.79939,20114.97557,17153.02985,20837.11979,16463.81886,20167.27445,18839.08804,24044.18104,15236.62991,12181.98034,15999.72946,8759.089802,20528.48341,16047.86216,16065.87025,13688.09545,11163.67452,20924.14111,10522.11587,19558.97785,20648.05858,18522.04809,13275.97699,26074.6219,25928.57422,17057.3342,14297.1933,10767.00021,
Unknown 215,,,,,26895.63273,12511.65954,14323.2707,267862.6406,227464.9587,340136.4894,249148.3828,273131.9153,278938.1503,424906.3284,321601.0976,405140.7201,219051.1329,311884.4224,203723.3203,253486.3663,255543.0002,247880.4098,243459.5965,250314.2177,187136.9439,232280.5757,198127.0392,357897.4268,194426.31,255653.9575,240024.129,244290.7567,236479.76,221321.0663,240784.3327,222876.2886,189516.5924,266994.2178,236251.6598,282183.5137,228887.9136,204428.8766,154290.7458,
Unknown 216,,,,,0,1719.779042,0,33416.41382,35996.10273,48342.84065,34108.72185,42668.0154,31242.61032,51599.73187,35321.3586,49533.77974,34162.67272,133874.9061,28568.02322,31152.97481,37590.79245,35096.48153,37654.83497,24960.64763,8714.717794,33331.33716,26272.71026,31838.55335,27798.68303,31985.92181,24770.5987,28255.64899,32639.27818,20513.28376,37529.23784,30289.3629,19553.85454,32930.94196,40480.99734,33081.21597,34909.88762,32879.81299,15229.13023,
